studyid,authors,Year,Outcome,Measure,includes_complete_dichotomous,setting,Studygroups,Studygroups_alternative,ITT,LT_arrests_treat,LT_arrests_treat_SD,LT_arrests_treat_n,LT_arrests_cont,LT_arrests_cont_SD,LT_arrests_cont_n,LT_convictions_treat,LT_convictions_treat_n,LT_convictions_cont,LT_convictions_cont_n,mean_age_treat,mean_age_treat_SD,mean_age_cont,mean_age_cont_SD,male_%_treat,male_%_cont,white_%_treat,white_%_cont,bl_pre_period_months,bl_treat_m,bl_treat_sd,bl_treat_median,bl_incidents_treat,bl_person_time_treat,bl_treat_n,bl_cont_m,bl_cont_sd,bl_cont_median,bl_incidents_cont,bl_person_time_cont,bl_cont_n,bl_treat_Dichotomous_%_Yes,bl_treat_Dichotomous_n,bl_cont_Dichotomous_%_Yes,bl_cont_Dichotomous_n,pt_period_months,pt_begins,measured_during_or_post_pt,Program_duration_minimum_months,Program_duration_average_months,Post_program_PT_months_treat,Post_program_PT_months_cont,pt_treat_m,pt_treat_sd,pt_treat_median,pt_incidents_treat,pt_person_time_treat,pt_treat_n,pt_cont_m,pt_cont_sd,pt_cont_median,pt_incidents_cont,pt_person_time_cont,pt_cont_n,pt_treat_Dichotomous_%,pt_treat_Dichotomous_n,pt_cont_Dichotomous_%,pt_cont_Dichotomous_n,mv_notes,charge_level,accepted_violent,reported_accepting_violent,accepts_felons,reported_accepting_felons,reported_charges_expunged,pt_%_program_graduates,pt_program_graduates_n,pt_%_program_terminates,pt_program_terminates_n,pt_treatment_completion_treat_%,pt_treatment_completion_treat_n,pt_treatment_completion_cont_%,pt_treatment_completion_cont_n,source,source_collapsed,source_published,organisation_or_research_group,research_design,stage_of_disposition,reported_single_judge,JOs_presiding_over_hearings_collapsed,report_team_training,report_JO training,report_judge_or_team_training,Average _minutes_review_hearing,report_frequent_team_meetings,reported_sanctions,reported_using_graduated_sanctions,reported_sanctions_or_graduated_sanctions,reported_using_rewards,reported_sanctions_and_rewards,Frequency_review_hearing,frequency_duration,frequent_vs_monthly_rh,frequent_rh_collapsed,reported_measuring_risk_treat,reported_measuring_risk_cont,reported_individualized_treat_treat,reported_individualized_treat_cont,reported_drug_or_alcohol_treatment_treat,reported_drug_or_alcohol_treatment_cont,reported_drug_or_alcohol_testing_treat,reported_drug_or_alcohol_testing_cont,reported_psychiatric_treatment_treat,reported_psychiatric_treatment_cont,reported_counseling_treat,reported_counseling_cont,reported_support_groups_treat,reported_support_groups_ cont,reported_probation_cont,other_treatment_treat,other_treatment_cont,total_treatments_required_treat,total_treatments_required_cont,total_treatments_offered_treat,total_treatments_offered_cont,included_sample_matching,reported_sample_matching,MSMS,overall_robins,ROB_confounding,ROB_participants,ROB_classification,ROB_deviation,ROB_missing,ROB_measurement,ROB_reporting
41,Law & Policy Associates,2013,Health,crisis services received,Yes,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.8,NR,37,NR,60.6,73,74.3,67.6,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,51.5,33,40.5,37,24,Treatment Exit,Post,24,13.05,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,45.5,33,45.9,37,,Misdemeanant,NR,No,No,No,No,100,33,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,Health,crisis services received,Yes,MHC,standard,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.2,NR,38,NR,90,75,48.2,54.1,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,75,20,61.1,36,24,Treatment Exit,Post,24,13.05,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60,20,55.6,36,,Misdemeanant,NR,No,No,No,No,0,0,100,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,Health,non-crisis services received,Yes,MHC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,38,NR,37,NR,71.7,74,64.2,61.6,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,65.17,53,47.92,73,24,Treatment Exit,Post,24,13.05,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,66.06,53,52.04,73,,Misdemeanant,NR,No,No,No,No,62.26,33,37.74,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,Health,non-crisis services received,Yes,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.8,NR,37,NR,60.6,73,74.3,67.6,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,57.6,33,37.8,37,24,Treatment Exit,Post,24,13.05,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,57.6,33,40.5,37,,Misdemeanant,NR,No,No,No,No,100,33,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,Health,non-crisis services received,Yes,MHC,standard,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.2,NR,38,NR,90,75,48.2,54.1,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,75,20,58.3,36,24,Treatment Exit,Post,24,13.05,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,80,20,63.9,36,,Misdemeanant,NR,No,No,No,No,0,0,100,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,bookings,mean bookings,Yes,MHC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,38,NR,37,NR,71.7,74,64.2,61.6,24,2.6,NR,NR,138,1272,53,4.38,NR,NR,320,1752,73,86.77,53,90.41,73,24,Treatment Exit,Post,24,13.05,24,NR,1.58,NR,NR,84,1272,53,2.18,NR,NR,159,1752,73,50.92,53,57.52,73,,Misdemeanant,NR,No,No,No,No,62.26,33,37.74,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,critical,critical,serious,serious,low,moderate,moderate,moderate
41,Law & Policy Associates,2013,bookings,mean bookings,Yes,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.8,NR,37,NR,60.6,73,74.3,67.6,24,1.27,NR,NR,42,792,33,2.05,NR,NR,76,888,37,81.8,33,83.8,37,24,Treatment Exit,Post,24,13.05,24,NR,0.45,NR,NR,15,792,33,0.54,NR,NR,20,888,37,24.2,33,27,37,,Misdemeanant,NR,No,No,No,No,100,33,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,bookings,mean bookings,Yes,MHC,standard,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.2,NR,38,NR,90,75,48.2,54.1,24,4.8,NR,NR,96,480,20,6.78,NR,NR,244,864,36,95,20,97.2,36,24,Treatment Exit,Post,24,13.05,24,NR,3.45,NR,NR,69,480,20,3.86,NR,NR,139,864,36,95,20,88.9,36,,Misdemeanant,NR,No,No,No,No,0,0,100,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,incarceration,mean jail days,Yes,MHC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,38,NR,37,NR,71.7,74,64.2,61.6,24,45.04,NR,NR,2387,1272,53,80.63,NR,NR,5886,1752,73,86.77,53,90.41,73,24,Treatment Exit,Post,24,13.05,24,NR,44.53,NR,NR,2360,1272,53,55.92,NR,NR,4082,1752,73,50.92,53,57.52,73,,Misdemeanant,NR,No,No,No,No,62.26,33,37.74,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,incarceration,mean jail days,Yes,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.8,NR,37,NR,60.6,73,74.3,67.6,24,13.64,NR,NR,450,792,33,24.43,NR,NR,904,888,37,81.8,33,83.8,37,24,Treatment Exit,Post,24,13.05,24,NR,7.24,NR,NR,239,792,33,23.86,NR,NR,883,888,37,24.2,33,27,37,,Misdemeanant,NR,No,No,No,No,100,33,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,incarceration,mean jail days,Yes,MHC,standard,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.2,NR,38,NR,90,75,48.2,54.1,24,96.85,NR,NR,1937,480,20,138.39,NR,NR,4982,864,36,95,20,97.2,36,24,Treatment Exit,Post,24,13.05,24,NR,106.05,NR,NR,2121,480,20,88.86,NR,NR,3199,864,36,95,20,88.9,36,,Misdemeanant,NR,No,No,No,No,0,0,100,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
42,"Harrison, S. & Parsons",2000,bookings,mean bookings,No,DC,participants vs referrees,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,12.06,NR,NR,4837.5,4812,401,8.4,NR,NR,462,660,55,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,1.77,NR,NR,711.5,4812,401,7.3,NR,NR,401.5,660,55,NR,NR,NR,NR,,Felon,NR,No,Yes,Yes,Yes,48.13,193,51.87,208,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,Yes,Graduated,No,No,Monthly,NR,monthly,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,aftercare,NR,5,NR,18,NR,NR,No,3,critical,critical,serious,moderate,NI,low,moderate,moderate
42,"Harrison, S. & Parsons",2000,bookings,mean bookings,No,DC,participants vs referrees,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,10.3,NR,NR,1987.9,2316,193,8.4,NR,NR,462,660,55,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,1.1,NR,NR,212.3,2316,193,7.3,NR,NR,401.5,660,55,NR,NR,NR,NR,,Felon,NR,No,Yes,Yes,Yes,100,193,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,Yes,Graduated,No,No,Monthly,NR,monthly,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,aftercare,NR,5,NR,18,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
42,"Harrison, S. & Parsons",2000,bookings,mean bookings,No,DC,participants vs referrees,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,13.7,NR,NR,2849.6,2496,208,8.4,NR,NR,462,660,55,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,2.4,NR,NR,499.2,2486,208,7.3,NR,NR,401.5,660,55,NR,NR,NR,NR,,Felon,NR,No,Yes,Yes,Yes,0,0,100,208,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,Yes,Graduated,No,No,Monthly,NR,monthly,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,aftercare,NR,5,NR,18,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
42,"Harrison, S. & Parsons",2000,incarceration,mean jail days,No,DC,participants vs referrees,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,49.07,NR,NR,19677.9,4812,401,28.4,NR,NR,1562,660,55,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,15.16,NR,NR,6078.9,4812,401,44.9,NR,NR,2469.5,660,55,NR,NR,NR,NR,,Felon,NR,No,Yes,Yes,Yes,48.13,193,51.87,208,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,Yes,Graduated,No,No,Monthly,NR,monthly,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,aftercare,NR,5,NR,18,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
42,"Harrison, S. & Parsons",2000,incarceration,mean jail days,No,DC,participants vs referrees,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,44.3,NR,NR,8549.9,2316,193,28.4,NR,NR,1562,660,55,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,5.2,NR,NR,1003.7,2316,193,44.9,NR,NR,2469.5,660,55,NR,NR,NR,NR,,Felon,NR,No,Yes,Yes,Yes,100,193,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,Yes,Graduated,No,No,Monthly,NR,monthly,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,aftercare,NR,5,NR,18,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
42,"Harrison, S. & Parsons",2000,incarceration,mean jail days,No,DC,participants vs referrees,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,53.5,NR,NR,11128,2496,208,28.4,NR,NR,1562,660,55,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,24.4,NR,NR,5075.2,2486,208,44.9,NR,NR,2469.5,660,55,NR,NR,NR,NR,,Felon,NR,No,Yes,Yes,Yes,0,0,100,208,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,Yes,Graduated,No,No,Monthly,NR,monthly,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,aftercare,NR,5,NR,18,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,bookings,bookings (incidents),Yes,MHC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,68.24,84,52.48,46,12,1.67,NR,NR,174.85,1260,105,1.58,1.18,NR,71.1,540,45,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,0.5,NR,NR,53,1260,105,0.87,0.89,NR,39.15,540,45,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,bookings,mean bookings,Yes,MHC,participants vs referrees,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,67,84,50,46,12,1.3,0.61,NR,52,480,40,1.58,1.18,NR,71.1,540,45,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,0.48,1.15,NR,19.2,480,40,0.87,0.89,NR,39.15,540,45,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,critical,critical,serious,serious,NI,moderate,NI,moderate
43,Kubiak et al.,2014,bookings,mean bookings,Yes,MHC,participants vs referrees,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,69,84,46,46,12,1.89,0.85,NR,122.85,780,65,1.58,1.18,NR,71.1,540,45,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,0.52,0.81,NR,33.8,780,65,0.87,0.89,NR,39.15,540,45,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,incarceration,mean jail days,Yes,MHC,participants vs referrees,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,67,84,50,46,12,46.3,30.97,NR,1852,480,40,85.2,96.72,NR,3834,540,45,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,10.1,41.97,NR,404,480,40,98,125.14,NR,4410,540,45,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,incarceration,mean jail days,Yes,MHC,participants vs referrees,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,69,84,46,46,12,80.5,71.08,NR,5232.5,780,65,85.2,96.72,NR,3834,540,45,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,153.2,157.77,NR,9958,780,65,98,125.14,NR,4410,540,45,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,Health,mean low intensity services received,Yes,MHC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,68.24,84,52.48,46,12,19.64,NR,NR,1925,1176,98,30.2,54.15,NR,1238.2,492,41,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,17.44,NR,NR,1709,1176,98,22,27.15,NR,902,492,41,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,Health,mean low intensity services received,Yes,MHC,participants vs referrees,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,67,84,50,46,12,16.1,39.33,NR,579.6,432,36,30.2,54.15,NR,1238.2,492,41,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,22.5,48.65,NR,810,432,36,22,27.15,NR,902,492,41,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,Health,mean low intensity services received,Yes,MHC,participants vs referrees,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,69,84,46,46,12,21.7,26.05,NR,1345.4,744,62,30.2,54.15,NR,1238.2,492,41,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,14.5,36.73,NR,899,744,62,22,27.15,NR,902,492,41,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,Health,mean medium intensity services received,Yes,MHC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,68.24,84,52.48,46,12,4.64,NR,NR,454.8,1176,98,2.3,2.94,NR,94.3,492,41,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,1.87,NR,NR,183.6,1176,98,4.2,7.41,NR,172.2,492,41,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,Health,mean medium intensity services received,Yes,MHC,participants vs referrees,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,67,84,50,46,12,2.3,5.84,NR,82.8,432,36,2.3,2.94,NR,94.3,492,41,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,2,3.27,NR,72,432,36,4.2,7.41,NR,172.2,492,41,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
43,Kubiak et al.,2014,Health,mean medium intensity services received,Yes,MHC,participants vs referrees,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,37,NR,69,84,46,46,12,6,13.04,NR,372,744,62,2.3,2.94,NR,94.3,492,41,NR,NR,NR,NR,12,Treatment Exit,Post,NR,NR,NR,NR,1.9,5.44,NR,117.8,744,62,4.2,7.41,NR,172.2,492,41,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,2,5,5,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
